config_label,boundary_id,low_upper_mg_L,mid_upper_mg_L,model_name,params_json,fit_status,error_message,validation_design,cv_accuracy,cv_balanced_accuracy,cv_macro_f1,cv_low_precision,cv_low_recall,cv_low_f1,cv_low_support,cv_mid_precision,cv_mid_recall,cv_mid_f1,cv_mid_support,cv_high_precision,cv_high_recall,cv_high_f1,cv_high_support,cv_n_errors
low_le_3__mid_le_10__KNeighborsClassifier__007,low_le_3__mid_le_10,3.0,10.0,KNeighborsClassifier,"{""model__n_neighbors"": 3}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.9923076923076924,0.9888888888888888,0.9915954615492368,0.9836065573770492,1.0,0.9917355371900828,60.0,1.0,0.9666666666666668,0.9830508474576272,30.0,1.0,1.0,1.0,40.0,1
low_le_3__mid_le_10__RandomForestClassifier__008,low_le_3__mid_le_10,3.0,10.0,RandomForestClassifier,"{""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.9307692307692308,0.9,0.917920656634747,0.8695652173913043,1.0,0.9302325581395348,60.0,1.0,0.7,0.8235294117647058,30.0,1.0,1.0,1.0,40.0,9
low_le_3__mid_le_10__GradientBoostingClassifier__009,low_le_3__mid_le_10,3.0,10.0,GradientBoostingClassifier,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 100}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8461538461538461,0.7777777777777778,0.7857142857142857,0.75,1.0,0.8571428571428571,60.0,1.0,0.3333333333333333,0.5,30.0,1.0,1.0,1.0,40.0,20
low_le_3__mid_le_25__PLSDA__000,low_le_3__mid_le_25,3.0,25.0,PLSDA,"{""model__n_components"": 2}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7,0.6722222222222222,0.694985022707508,0.7183098591549296,0.85,0.7786259541984732,60.0,0.5128205128205128,0.5,0.5063291139240507,40.0,1.0,0.6666666666666666,0.8,30.0,39
low_le_3__mid_le_25__PLSDA__001,low_le_3__mid_le_25,3.0,25.0,PLSDA,"{""model__n_components"": 5}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7769230769230769,0.7027777777777778,0.6964939822082679,1.0,1.0,1.0,60.0,0.6078431372549019,0.775,0.6813186813186813,40.0,0.5263157894736842,0.3333333333333333,0.4081632653061224,30.0,29
low_le_3__mid_le_25__LogisticRegression__002,low_le_3__mid_le_25,3.0,25.0,LogisticRegression,"{""model__C"": 0.1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.75,0.7666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,60.0,0.6,0.75,0.6666666666666666,40.0,1.0,0.6666666666666666,0.8,30.0,30
low_le_3__mid_le_25__LogisticRegression__003,low_le_3__mid_le_25,3.0,25.0,LogisticRegression,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.75,0.7666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,60.0,0.6,0.75,0.6666666666666666,40.0,1.0,0.6666666666666666,0.8,30.0,30
low_le_3__mid_le_25__SVC_RBF__004,low_le_3__mid_le_25,3.0,25.0,SVC_RBF,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.7222222222222222,0.7203907203907204,0.8571428571428571,1.0,0.9230769230769232,60.0,0.6666666666666666,0.5,0.5714285714285714,40.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,30
low_le_3__mid_le_25__SVC_RBF__005,low_le_3__mid_le_25,3.0,25.0,SVC_RBF,"{""model__C"": 10.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6615384615384615,0.6611111111111111,0.6591880341880342,0.9090909090909092,0.6666666666666666,0.7692307692307693,60.0,0.4642857142857143,0.65,0.5416666666666666,40.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,44
low_le_3__mid_le_25__KNeighborsClassifier__006,low_le_3__mid_le_25,3.0,25.0,KNeighborsClassifier,"{""model__n_neighbors"": 1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8461538461538461,0.8055555555555555,0.8055555555555555,1.0,1.0,1.0,60.0,0.75,0.75,0.75,40.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,20
low_le_3__mid_le_25__KNeighborsClassifier__007,low_le_3__mid_le_25,3.0,25.0,KNeighborsClassifier,"{""model__n_neighbors"": 3}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8384615384615385,0.7972222222222222,0.7975264730155409,0.9836065573770492,1.0,0.9917355371900828,60.0,0.7435897435897436,0.725,0.7341772151898734,40.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,21
low_le_3__mid_le_25__RandomForestClassifier__008,low_le_3__mid_le_25,3.0,25.0,RandomForestClassifier,"{""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7769230769230769,0.7305555555555555,0.7294828401936164,0.8695652173913043,1.0,0.9302325581395348,60.0,0.6774193548387096,0.525,0.5915492957746479,40.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,29
low_le_3__mid_le_25__GradientBoostingClassifier__009,low_le_3__mid_le_25,3.0,25.0,GradientBoostingClassifier,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 100}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7384615384615385,0.7000000000000001,0.6986986986986987,0.8484848484848485,0.9333333333333332,0.8888888888888888,60.0,0.5882352941176471,0.5,0.5405405405405406,40.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,34
low_le_5__mid_le_25__PLSDA__000,low_le_5__mid_le_25,5.0,25.0,PLSDA,"{""model__n_components"": 2}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7615384615384615,0.6555555555555556,0.6537219744409906,0.8641975308641975,1.0,0.9271523178807948,70.0,0.4736842105263157,0.3,0.3673469387755102,30.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,31
low_le_5__mid_le_25__PLSDA__001,low_le_5__mid_le_25,5.0,25.0,PLSDA,"{""model__n_components"": 5}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6230769230769231,0.5190476190476191,0.525055092459519,0.8571428571428571,0.8571428571428571,0.8571428571428571,70.0,0.2682926829268293,0.3666666666666666,0.3098591549295774,30.0,0.5263157894736842,0.3333333333333333,0.4081632653061224,30.0,49
low_le_5__mid_le_25__LogisticRegression__002,low_le_5__mid_le_25,5.0,25.0,LogisticRegression,"{""model__C"": 0.1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7923076923076923,0.6999999999999998,0.7085512523446983,0.875,1.0,0.9333333333333332,70.0,0.5652173913043478,0.4333333333333333,0.490566037735849,30.0,0.7407407407407407,0.6666666666666666,0.7017543859649122,30.0,27
low_le_5__mid_le_25__LogisticRegression__003,low_le_5__mid_le_25,5.0,25.0,LogisticRegression,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8384615384615385,0.7666666666666666,0.7872382851445662,0.875,1.0,0.9333333333333332,70.0,0.6551724137931034,0.6333333333333333,0.6440677966101694,30.0,0.9523809523809524,0.6666666666666666,0.7843137254901961,30.0,21
low_le_5__mid_le_25__SVC_RBF__004,low_le_5__mid_le_25,5.0,25.0,SVC_RBF,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.5555555555555555,0.5138888888888888,0.7777777777777778,1.0,0.875,70.0,0.0,0.0,0.0,30.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,40
low_le_5__mid_le_25__SVC_RBF__005,low_le_5__mid_le_25,5.0,25.0,SVC_RBF,"{""model__C"": 10.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7230769230769231,0.638095238095238,0.6375661375661376,0.8648648648648649,0.9142857142857144,0.8888888888888888,70.0,0.3846153846153846,0.3333333333333333,0.3571428571428571,30.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,36
low_le_5__mid_le_25__KNeighborsClassifier__006,low_le_5__mid_le_25,5.0,25.0,KNeighborsClassifier,"{""model__n_neighbors"": 1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.619047619047619,0.6190476190476191,0.8571428571428571,0.8571428571428571,0.8571428571428571,70.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,30.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,40
low_le_5__mid_le_25__KNeighborsClassifier__007,low_le_5__mid_le_25,5.0,25.0,KNeighborsClassifier,"{""model__n_neighbors"": 3}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7,0.6238095238095237,0.6236326481548263,0.8591549295774648,0.8714285714285714,0.8652482269503546,70.0,0.3448275862068966,0.3333333333333333,0.3389830508474576,30.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,39
low_le_5__mid_le_25__RandomForestClassifier__008,low_le_5__mid_le_25,5.0,25.0,RandomForestClassifier,"{""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7615384615384615,0.6619047619047619,0.6616660086853533,0.8734177215189873,0.9857142857142858,0.9261744966442952,70.0,0.4761904761904761,0.3333333333333333,0.392156862745098,30.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,31
low_le_5__mid_le_25__GradientBoostingClassifier__009,low_le_5__mid_le_25,5.0,25.0,GradientBoostingClassifier,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 100}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7769230769230769,0.6777777777777777,0.6808906613492854,0.875,1.0,0.9333333333333332,70.0,0.5238095238095238,0.3666666666666666,0.4313725490196078,30.0,0.6896551724137931,0.6666666666666666,0.6779661016949152,30.0,29
